date,deaths,daily_deaths
2023-02-07,1112362,472
2023-02-08,1113429,1067
2023-02-09,1114385,956
2023-02-10,1114492,107
2023-02-11,1114529,37
2023-02-12,1114537,8
2023-02-13,1114709,172
2023-02-14,1115160,451
2023-02-15,1115741,581
2023-02-16,1116851,1110
2023-02-17,1117572,721
2023-02-18,1117589,17
2023-02-19,1117590,1
2023-02-20,1117663,73
2023-02-21,1118025,362
2023-02-22,1118886,861
2023-02-23,1119521,635
2023-02-24,1119573,52
2023-02-25,1119587,14
2023-02-26,1119588,1
2023-02-27,1119582,0
2023-02-28,1119917,335
2023-03-01,1120897,980
2023-03-02,1121658,761
2023-03-03,1122165,507
2023-03-04,1122172,7
2023-03-05,1122134,0
2023-03-06,1122181,47
2023-03-07,1122516,335
2023-03-08,1123246,730
2023-03-09,1123836,590
